City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
238,Pangnirtung,66.1451,-65.7125,50.38,67,71,1.25,broken clouds,CA,2022-07-23 02:46:57
239,Coquimbo,-29.9533,-71.3436,55.13,82,100,2.3,overcast clouds,CL,2022-07-23 02:46:57
240,Danielskuil,-28.1887,23.5395,55.72,56,81,11.48,broken clouds,ZA,2022-07-23 02:46:58
241,Manadhoo,5.7667,73.3833,81.82,79,100,16.62,overcast clouds,MV,2022-07-23 02:46:58
242,Petropavlovsk-Kamchatskiy,53.0452,158.6483,61.39,67,75,11.18,broken clouds,RU,2022-07-23 02:46:59
243,Karpathos,35.507,27.2132,73.36,83,0,25.32,clear sky,GR,2022-07-23 02:46:59
244,Victor Harbor,-35.5667,138.6167,62.01,73,20,1.01,few clouds,AU,2022-07-23 02:46:59
245,Leshukonskoye,64.8989,45.7622,61.72,84,100,8.68,overcast clouds,RU,2022-07-23 02:47:00
246,Teya,60.3778,92.6267,67.12,68,69,7.18,broken clouds,RU,2022-07-23 02:47:00
247,Buchanan,5.8808,-10.0467,75.54,78,90,6.55,overcast clouds,LR,2022-07-23 02:47:01
248,Kitakata,37.65,139.8667,72.72,96,98,5.55,overcast clouds,JP,2022-07-23 02:47:01
249,Cherskiy,68.75,161.3,54.88,45,23,1.48,few clouds,RU,2022-07-23 02:47:02
250,Komsomolskiy,40.4272,71.7189,90.32,25,0,2.3,clear sky,UZ,2022-07-23 02:47:02
251,Abdanan,32.9926,47.4198,79.5,19,0,12.03,clear sky,IR,2022-07-23 02:47:02
252,Belis,46.65,23.0333,63.48,43,2,2.68,clear sky,RO,2022-07-23 02:47:03
253,Nedjo,9.5046,35.5019,56.05,97,76,1.59,broken clouds,ET,2022-07-23 02:47:03
254,Shingu,33.7333,135.9833,82.78,70,57,6.87,broken clouds,JP,2022-07-23 02:47:04
255,Cayenne,4.9333,-52.3333,78.1,1,0,0.0,clear sky,GF,2022-07-23 02:44:45
256,Hayrabolu,41.2131,27.1069,67.73,48,0,2.98,clear sky,TR,2022-07-23 02:47:04
257,Grindavik,63.8424,-22.4338,51.75,100,75,4.61,fog,IS,2022-07-23 02:47:05
258,Kawalu,-7.3817,108.2082,75.56,86,99,2.98,overcast clouds,ID,2022-07-23 02:47:05
259,Mendoza,-32.8908,-68.8272,53.13,54,0,5.75,clear sky,AR,2022-07-23 02:44:02
260,Zhanaozen,43.3,52.8,77.2,50,0,20.94,clear sky,KZ,2022-07-23 02:47:06
261,Vestmannaeyjar,63.4427,-20.2734,51.33,92,100,0.65,overcast clouds,IS,2022-07-23 02:47:06
262,Urzhum,57.1141,49.9996,64.65,78,17,3.67,few clouds,RU,2022-07-23 02:47:07
263,Costinesti,43.95,28.6333,69.06,51,0,9.26,clear sky,RO,2022-07-23 02:47:07
264,Fairbanks,64.8378,-147.7164,62.6,62,75,11.5,broken clouds,US,2022-07-23 02:45:11
265,Orocue,4.7912,-71.3354,74.34,93,82,4.25,broken clouds,CO,2022-07-23 02:47:08
266,Tengushevo,54.7686,42.7189,61.16,88,0,5.59,clear sky,RU,2022-07-23 02:47:08
267,Longyearbyen,78.2186,15.6401,48.04,81,75,3.44,broken clouds,SJ,2022-07-23 02:44:01
268,Oneonta,42.4529,-75.0638,70.83,87,75,4.23,broken clouds,US,2022-07-23 02:46:34
269,Hobyo,5.3505,48.5268,75.06,77,21,20.27,few clouds,SO,2022-07-23 02:47:09
270,Suntar,62.1444,117.6319,72.5,65,87,3.13,overcast clouds,RU,2022-07-23 02:47:09
271,Vila Velha,-20.3297,-40.2925,71.55,91,75,3.44,broken clouds,BR,2022-07-23 02:47:10
272,Mandan,46.8267,-100.8896,82.81,45,0,12.66,clear sky,US,2022-07-23 02:45:53
273,Cusuna,15.85,-85.2333,76.24,91,100,4.92,overcast clouds,HN,2022-07-23 02:48:10
274,Tromso,69.6496,18.957,50.38,93,100,10.36,overcast clouds,NO,2022-07-23 02:48:11
275,Omboue,-1.5746,9.2618,69.37,84,79,7.45,broken clouds,GA,2022-07-23 02:48:11
276,Port-Gentil,-0.7193,8.7815,72.81,78,95,13.73,overcast clouds,GA,2022-07-23 02:48:12
277,Bolotnoye,55.6717,84.3981,62.26,66,19,8.16,few clouds,RU,2022-07-23 02:48:12
278,San Jeronimo,-11.9472,-75.2829,46.72,79,17,2.66,few clouds,PE,2022-07-23 02:48:12
279,Alexandria,31.2156,29.9553,75.16,83,40,8.05,scattered clouds,EG,2022-07-23 02:45:01
280,Cabo San Lucas,22.8909,-109.9124,88.52,51,64,8.05,broken clouds,MX,2022-07-23 02:48:13
281,Souillac,-20.5167,57.5167,68.38,88,40,9.22,scattered clouds,MU,2022-07-23 02:48:13
282,Sorland,67.667,12.6934,49.86,86,100,15.57,overcast clouds,NO,2022-07-23 02:48:14
283,Iskateley,67.6803,53.1512,49.5,93,100,12.55,overcast clouds,RU,2022-07-23 02:48:15
284,Svetlyy,54.675,20.1347,62.96,85,85,6.29,overcast clouds,RU,2022-07-23 02:48:15
285,Bereda,43.2686,-7.5406,57.15,100,19,5.19,few clouds,ES,2022-07-23 02:48:15
286,Gat,31.61,34.7642,75.88,100,0,1.19,clear sky,IL,2022-07-23 02:48:16
287,Simao,22.7886,100.9748,71.8,88,77,2.8,broken clouds,CN,2022-07-23 02:48:16
288,Tucupita,9.0622,-62.051,72.9,97,10,3.31,clear sky,VE,2022-07-23 02:48:17
289,Lata,40.1629,-8.3327,57.43,89,0,1.63,clear sky,PT,2022-07-23 02:48:17
290,Tuktoyaktuk,69.4541,-133.0374,68.0,64,75,6.91,broken clouds,CA,2022-07-23 02:48:17
291,Sungaipenuh,-2.0833,101.3833,77.99,63,75,1.52,broken clouds,ID,2022-07-23 02:48:18
292,Moerai,-22.4333,-151.3333,73.76,74,36,18.57,scattered clouds,PF,2022-07-23 02:48:18
293,San Luis,-33.295,-66.3356,56.93,60,22,9.71,few clouds,AR,2022-07-23 02:48:19
294,Kushima,31.4583,131.2333,86.9,51,77,3.65,broken clouds,JP,2022-07-23 02:48:19
295,Aykhal,66.0,111.5,70.21,52,3,7.23,clear sky,RU,2022-07-23 02:48:20
296,Priargunsk,50.3691,119.1012,80.46,55,22,12.41,light rain,RU,2022-07-23 02:48:20
297,Sereflikochisar,38.9393,33.5386,64.62,58,0,7.47,clear sky,TR,2022-07-23 02:48:20
298,Hambantota,6.1241,81.1185,82.74,83,20,13.8,few clouds,LK,2022-07-23 02:48:21
299,Port Blair,11.6667,92.75,80.64,94,100,4.61,overcast clouds,IN,2022-07-23 02:48:21
300,Yulara,-25.2406,130.9889,74.01,23,3,7.36,clear sky,AU,2022-07-23 02:48:22
301,Pacific Grove,36.6177,-121.9166,67.33,77,0,8.05,clear sky,US,2022-07-23 02:48:23
302,Labytnangi,66.6572,66.4183,52.47,64,90,3.96,overcast clouds,RU,2022-07-23 02:48:24
303,Comodoro Rivadavia,-45.8667,-67.5,28.26,59,0,5.75,clear sky,AR,2022-07-23 02:48:24
304,Bathsheba,13.2167,-59.5167,81.21,87,40,9.22,scattered clouds,BB,2022-07-23 02:48:25
305,Fernley,39.608,-119.2518,90.46,7,0,10.0,clear sky,US,2022-07-23 02:48:25
306,Sitangkai,4.6628,119.3928,83.57,71,91,5.23,overcast clouds,PH,2022-07-23 02:48:25
307,Kavieng,-2.5744,150.7967,84.43,70,21,8.95,few clouds,PG,2022-07-23 02:48:26
308,Ussel,45.55,2.3167,60.98,97,100,2.8,overcast clouds,FR,2022-07-23 02:45:30
309,Luderitz,-26.6481,15.1594,57.04,66,31,15.12,scattered clouds,NA,2022-07-23 02:48:26
310,Chinique,15.0447,-91.0258,62.49,97,99,3.36,overcast clouds,GT,2022-07-23 02:48:27
311,Balkanabat,39.5108,54.3671,79.29,62,0,8.1,clear sky,TM,2022-07-23 02:48:27
312,Castro,-24.7911,-50.0119,56.97,68,46,2.28,scattered clouds,BR,2022-07-23 02:47:29
313,Chimbote,-9.0853,-78.5783,61.57,88,35,5.95,scattered clouds,PE,2022-07-23 02:48:28
314,Umm Lajj,25.0213,37.2685,85.21,54,22,10.36,few clouds,SA,2022-07-23 02:48:28
315,Kushmurun,52.4503,64.6311,70.23,53,0,3.87,clear sky,KZ,2022-07-23 02:48:29
316,Ippy,6.2679,21.2247,66.49,99,100,1.63,light rain,CF,2022-07-23 02:48:29
317,Bichura,50.5881,107.6022,61.92,74,94,3.4,overcast clouds,RU,2022-07-23 02:49:30
318,Hamilton,39.1834,-84.5333,80.22,77,0,0.0,clear sky,US,2022-07-23 02:49:30
319,Sumkino,58.1108,68.3244,58.5,72,35,6.93,scattered clouds,RU,2022-07-23 02:49:31
320,Lundazi,-12.2929,33.1782,55.45,77,12,4.81,few clouds,ZM,2022-07-23 02:49:31
321,Faanui,-16.4833,-151.75,78.64,74,11,11.61,few clouds,PF,2022-07-23 02:49:32
322,Jiwani,25.05,61.7417,81.99,85,100,7.99,overcast clouds,PK,2022-07-23 02:49:32
323,Dehloran,32.6941,47.2679,92.03,13,0,9.19,clear sky,IR,2022-07-23 02:49:32
324,Baghdad,33.3406,44.4009,78.71,29,0,9.22,clear sky,IQ,2022-07-23 02:45:11
325,Panguna,-6.3164,155.4848,82.9,54,18,2.59,few clouds,PG,2022-07-23 02:49:33
326,Arraial Do Cabo,-22.9661,-42.0278,70.57,90,4,19.33,clear sky,BR,2022-07-23 02:49:33
327,Harper,4.375,-7.7169,74.12,73,98,7.16,overcast clouds,LR,2022-07-23 02:49:34
328,Andros Town,24.7,-77.7667,84.16,74,3,15.1,clear sky,BS,2022-07-23 02:49:34
329,Oranjemund,-28.55,16.4333,52.83,92,92,7.29,overcast clouds,NA,2022-07-23 02:49:35
330,Maua,-23.6678,-46.4614,69.37,64,10,2.82,clear sky,BR,2022-07-23 02:49:35
331,Ligayan,4.6533,119.4706,83.68,71,89,5.3,overcast clouds,PH,2022-07-23 02:49:36
332,Parabel,58.6978,81.4825,60.31,57,3,14.18,clear sky,RU,2022-07-23 02:49:36
333,Alekseyevskoye,55.3071,50.1135,65.64,81,16,3.11,few clouds,RU,2022-07-23 02:49:36
334,Bahia Blanca,-38.7196,-62.2724,46.31,67,85,6.76,overcast clouds,AR,2022-07-23 02:48:17
335,Saint Anthony,45.0205,-93.218,84.09,61,3,3.83,clear sky,US,2022-07-23 02:48:19
336,Sao Joao Da Barra,-21.6403,-41.0511,71.11,88,0,12.59,clear sky,BR,2022-07-23 02:46:07
337,Barranca,-10.75,-77.7667,61.29,85,31,7.31,scattered clouds,PE,2022-07-23 02:49:37
338,Havelock,34.8791,-76.9013,82.35,91,0,5.75,clear sky,US,2022-07-23 02:45:10
339,Tabuk,17.4189,121.4443,87.3,67,8,4.79,clear sky,PH,2022-07-23 02:49:38
340,Kraskino,42.7114,130.7794,64.94,96,100,5.75,overcast clouds,RU,2022-07-23 02:49:38
341,Ormara,25.2088,64.6357,82.67,84,98,11.23,overcast clouds,PK,2022-07-23 02:49:39
342,Krasnoselkup,65.7,82.4667,69.6,60,100,11.43,overcast clouds,RU,2022-07-23 02:49:39
343,Hami,42.8,93.45,93.79,11,0,3.69,clear sky,CN,2022-07-23 02:49:40
344,Richards Bay,-28.783,32.0377,63.64,89,0,11.39,clear sky,ZA,2022-07-23 02:44:52
345,Miguel Calmon,-11.4289,-40.595,59.4,98,68,2.04,broken clouds,BR,2022-07-23 02:49:40
346,San Patricio,28.017,-97.5169,85.89,74,5,14.12,clear sky,US,2022-07-23 02:49:41
347,Hervey Bay,-25.2986,152.8535,66.51,74,94,19.26,overcast clouds,AU,2022-07-23 02:49:41
348,Hofn,64.2539,-15.2082,52.16,89,96,3.76,overcast clouds,IS,2022-07-23 02:49:41
349,Alofi,-19.0595,-169.9187,80.49,69,18,9.22,few clouds,NU,2022-07-23 02:49:42
350,Beidao,34.5686,105.8933,81.45,49,0,5.64,clear sky,CN,2022-07-23 02:49:42
351,Omaruru,-21.4333,15.9333,57.58,45,5,6.02,clear sky,NA,2022-07-23 02:49:43
352,Turayf,31.6725,38.6637,73.65,49,0,13.8,clear sky,SA,2022-07-23 02:49:43
353,Roma,43.2128,-75.4557,71.82,85,3,2.73,clear sky,US,2022-07-23 02:49:43
354,Novo Aripuana,-5.1206,-60.3797,75.15,79,35,0.25,scattered clouds,BR,2022-07-23 02:49:44
355,Charters Towers,-20.1,146.2667,71.91,45,0,9.31,clear sky,AU,2022-07-23 02:45:57
356,Tarakan,3.3,117.6333,87.3,70,40,4.61,scattered clouds,ID,2022-07-23 02:49:45
357,Nioro,13.35,-15.75,75.56,91,100,10.69,overcast clouds,GM,2022-07-23 02:49:45
358,Port Augusta,-32.5,137.7667,67.35,41,0,11.74,clear sky,AU,2022-07-23 02:49:45
359,Fenoarivo,-18.933,47.4354,50.07,100,75,3.44,broken clouds,MG,2022-07-23 02:49:46
360,Mayo,38.8876,-76.5119,86.13,79,0,5.75,clear sky,US,2022-07-23 02:49:46
361,Manado,1.487,124.8455,84.97,70,40,8.05,thunderstorm,ID,2022-07-23 02:49:47
362,Abu Samrah,35.3029,37.1841,72.12,56,0,7.14,clear sky,SY,2022-07-23 02:49:47
363,Wiarton,44.7407,-81.1332,76.39,53,20,12.66,few clouds,CA,2022-07-23 02:50:47
364,Dapitan,8.6464,123.4208,84.7,68,98,1.59,overcast clouds,PH,2022-07-23 02:50:48
365,Darnah,32.767,22.6367,76.23,70,0,10.94,clear sky,LY,2022-07-23 02:50:48
366,Kainantu,-6.2887,145.8655,76.19,53,22,5.44,few clouds,PG,2022-07-23 02:50:49
367,Westerkappeln,52.3167,7.8833,58.82,91,100,2.01,overcast clouds,DE,2022-07-23 02:50:49
368,Barcelos,41.5388,-8.6151,68.85,64,1,3.38,clear sky,PT,2022-07-23 02:50:49
369,Port Macquarie,-31.4333,152.9167,60.89,73,50,12.5,scattered clouds,AU,2022-07-23 02:47:11
370,Katrineholm,58.9959,16.2072,58.44,96,100,4.76,overcast clouds,SE,2022-07-23 02:50:50
371,Taree,-31.9,152.4667,66.06,67,51,6.8,broken clouds,AU,2022-07-23 02:50:50
372,Geraldton,-28.7667,114.6,68.41,64,75,14.97,broken clouds,AU,2022-07-23 02:50:51
373,San Quintin,30.4833,-115.95,66.69,83,15,9.57,few clouds,MX,2022-07-23 02:46:12
374,Den Helder,52.9599,4.7593,58.98,92,44,1.14,scattered clouds,NL,2022-07-23 02:50:52
375,Moultrie,31.1799,-83.7891,77.07,88,0,0.0,clear sky,US,2022-07-23 02:50:52
376,Anito,12.4497,125.2886,87.53,64,98,4.29,overcast clouds,PH,2022-07-23 02:50:52
377,Lyubashivka,47.8372,30.2598,59.29,71,0,7.27,clear sky,UA,2022-07-23 02:50:53
378,Srednekolymsk,67.45,153.6833,61.07,41,2,13.8,clear sky,RU,2022-07-23 02:50:53
379,Hualmay,-11.0964,-77.6139,61.81,83,33,9.66,scattered clouds,PE,2022-07-23 02:50:54
380,Doha,25.2867,51.5333,93.18,74,37,3.44,scattered clouds,QA,2022-07-23 02:50:54
381,Ayagoz,47.9714,80.4392,76.87,25,24,12.75,few clouds,KZ,2022-07-23 02:50:55
382,Chokurdakh,70.6333,147.9167,62.85,39,50,11.1,scattered clouds,RU,2022-07-23 02:50:55
383,Lasa,46.6166,10.7002,68.88,83,100,2.68,light rain,IT,2022-07-23 02:50:55
384,North Bend,43.4065,-124.2243,63.86,88,0,21.85,clear sky,US,2022-07-23 02:50:56
385,Vao,-22.6667,167.4833,73.72,90,100,27.25,moderate rain,NC,2022-07-23 02:50:56
386,Rio Gallegos,-51.6226,-69.2181,30.25,86,0,12.66,clear sky,AR,2022-07-23 02:50:57
387,Huadian,42.9633,126.7478,78.3,74,97,5.17,overcast clouds,CN,2022-07-23 02:50:57
388,Nome,64.5011,-165.4064,49.15,87,75,11.5,broken clouds,US,2022-07-23 02:50:23
389,Verkhnetulomskiy,68.6073,31.7962,50.13,82,59,0.69,broken clouds,RU,2022-07-23 02:50:58
390,Voi,-3.3945,38.563,63.57,88,24,5.64,few clouds,KE,2022-07-23 02:50:37
391,Kilindoni,-7.9139,39.6668,74.84,77,15,13.47,few clouds,TZ,2022-07-23 02:50:58
392,Zharkent,44.1628,80.0,88.52,14,0,6.04,clear sky,KZ,2022-07-23 02:50:59
393,Talavera De La Reina,39.9635,-4.8308,70.65,21,2,0.65,clear sky,ES,2022-07-23 02:50:59
394,Chapais,49.7834,-74.8492,67.78,93,17,6.46,few clouds,CA,2022-07-23 02:50:59
395,Tessalit,20.1986,1.0114,92.46,21,75,6.46,broken clouds,ML,2022-07-23 02:48:40
396,Bam,29.106,58.357,95.04,12,14,4.81,few clouds,IR,2022-07-23 02:51:00
397,Andrews,32.3187,-102.5457,90.66,34,0,9.22,clear sky,US,2022-07-23 02:51:00
398,Acapulco,16.8634,-99.8901,80.73,81,55,3.51,broken clouds,MX,2022-07-23 02:48:36
399,Kungurtug,50.5994,97.5228,61.41,72,69,4.34,broken clouds,RU,2022-07-23 02:50:01
400,Norman Wells,65.282,-126.8329,80.64,36,75,4.61,broken clouds,CA,2022-07-23 02:51:01
401,Hoa Binh,20.8133,105.3383,87.96,68,49,2.51,scattered clouds,VN,2022-07-23 02:51:02
402,Ilhabela,-23.7781,-45.3581,66.09,74,29,4.41,scattered clouds,BR,2022-07-23 02:51:02
403,Azoyu,16.7167,-98.7333,74.66,95,83,1.21,broken clouds,MX,2022-07-23 02:51:03
404,Inuvik,68.3499,-133.7218,72.61,75,75,12.66,light intensity shower rain,CA,2022-07-23 02:51:03
405,Son La,21.3167,103.9,80.33,70,61,1.66,broken clouds,VN,2022-07-23 02:51:03
406,Rosarito,32.3333,-117.0333,70.66,78,31,4.7,scattered clouds,MX,2022-07-23 02:51:04
407,Nong Phai,15.9903,101.0618,77.59,89,100,3.62,overcast clouds,TH,2022-07-23 02:51:04
408,Huaicheng,23.9051,112.1931,93.49,53,0,3.04,clear sky,CN,2022-07-23 02:51:05
409,Kharp,66.8014,65.8081,52.16,63,18,7.31,few clouds,RU,2022-07-23 02:51:05
410,Kruisfontein,-34.0033,24.7314,51.62,74,100,6.62,overcast clouds,ZA,2022-07-23 02:52:05
411,Parana,-31.732,-60.5238,61.52,95,6,7.2,clear sky,AR,2022-07-23 02:52:06
412,Wasilla,61.5814,-149.4394,60.06,85,100,10.36,overcast clouds,US,2022-07-23 02:50:05
413,Meadow Lake,34.8014,-106.5436,81.84,37,87,7.81,overcast clouds,US,2022-07-23 02:52:06
414,Cam Ranh,11.9214,109.1591,85.96,62,20,4.61,few clouds,VN,2022-07-23 02:52:07
415,Asau,46.4333,26.4,58.28,62,35,3.94,scattered clouds,RO,2022-07-23 02:48:45
416,Kristiinankaupunki,62.2743,21.376,57.43,94,100,13.73,light rain,FI,2022-07-23 02:52:07
417,Gravdal,68.1214,13.5031,52.09,90,100,14.29,overcast clouds,NO,2022-07-23 02:49:55
418,Bredy,52.4153,60.3411,68.02,54,7,3.98,clear sky,RU,2022-07-23 02:52:08
419,Vila Franca Do Campo,37.7167,-25.4333,70.2,85,98,1.54,overcast clouds,PT,2022-07-23 02:52:08
420,Mecca,21.4267,39.8261,84.87,59,42,2.89,scattered clouds,SA,2022-07-23 02:48:47
421,Aklavik,68.2191,-135.0107,57.9,81,100,11.92,light rain,CA,2022-07-23 02:52:09
422,Puerto Escondido,15.85,-97.0667,81.41,79,99,2.37,overcast clouds,MX,2022-07-23 02:52:09
423,Natchez,31.5604,-91.4032,79.02,78,0,11.5,clear sky,US,2022-07-23 02:51:16
424,Eureka,40.8021,-124.1637,63.19,80,4,3.0,clear sky,US,2022-07-23 02:52:10
425,Ugoofaaru,5.6667,73.0,82.02,78,100,16.37,overcast clouds,MV,2022-07-23 02:52:10
426,Tsaratanana,-16.7833,47.65,63.14,75,10,10.09,clear sky,MG,2022-07-23 02:52:11
427,Atar,20.5169,-13.0499,86.13,49,100,6.33,light rain,MR,2022-07-23 02:52:11
428,Gold Coast,-28.0,153.4333,70.16,68,75,18.41,broken clouds,AU,2022-07-23 02:52:12
429,Saldanha,-33.0117,17.9442,55.45,81,94,11.56,overcast clouds,ZA,2022-07-23 02:52:12
430,Hays,30.0502,-98.0336,90.86,55,57,1.99,broken clouds,US,2022-07-23 02:47:14
431,Okhotsk,59.3833,143.3,66.47,75,56,6.96,broken clouds,RU,2022-07-23 02:52:13
432,Qaqortoq,60.7167,-46.0333,45.01,85,24,5.61,few clouds,GL,2022-07-23 02:52:13
433,Bandarbeyla,9.4942,50.8122,77.38,74,2,26.17,clear sky,SO,2022-07-23 02:52:13
434,Tobermory,45.2501,-81.6665,66.33,82,1,16.13,clear sky,CA,2022-07-23 02:52:14
435,El Tarra,8.5756,-73.0949,74.08,98,89,1.88,overcast clouds,CO,2022-07-23 02:52:14
436,Uige,-7.6087,15.0613,60.44,92,83,0.81,broken clouds,AO,2022-07-23 02:52:15
437,Kailua,21.4022,-157.7394,85.98,69,20,14.97,few clouds,US,2022-07-23 02:52:15
438,Neiafu,-18.65,-173.9833,79.48,73,40,5.75,scattered clouds,TO,2022-07-23 02:52:15
439,Axim,4.8699,-2.2405,74.46,76,67,6.02,broken clouds,GH,2022-07-23 02:52:16
440,Bilibino,68.0546,166.4372,53.13,47,7,7.16,clear sky,RU,2022-07-23 02:52:16
441,Fort Nelson,58.8053,-122.7002,74.79,38,20,4.61,few clouds,CA,2022-07-23 02:52:17
442,Mareeba,-17.0,145.4333,78.44,51,5,2.93,clear sky,AU,2022-07-23 02:52:17
443,Karachi,24.9056,67.0822,84.02,79,75,11.5,broken clouds,PK,2022-07-23 02:49:17
444,Juneau,58.3019,-134.4197,53.22,98,100,8.05,moderate rain,US,2022-07-23 02:51:14
445,Marzuq,14.4,46.4667,75.13,63,53,7.74,broken clouds,YE,2022-07-23 02:52:18
446,Russkaya Polyana,49.417,31.9201,58.06,93,0,7.45,clear sky,UA,2022-07-23 02:52:18
447,Copalillo,18.0333,-99.1167,67.12,95,70,7.56,broken clouds,MX,2022-07-23 02:52:19
448,Sangar,63.9242,127.4739,70.32,60,100,6.42,overcast clouds,RU,2022-07-23 02:52:19
449,Qom,34.6401,50.8764,85.93,26,0,5.57,clear sky,IR,2022-07-23 02:52:19
450,Sesheke,-17.4759,24.2968,54.05,69,1,4.99,clear sky,ZM,2022-07-23 02:52:20
451,Darhan,49.4867,105.9228,65.44,59,25,4.85,scattered clouds,MN,2022-07-23 02:52:20
452,Oyama,36.3,139.8,91.58,51,16,3.33,few clouds,JP,2022-07-23 02:52:21
453,Twentynine Palms,34.1356,-116.0542,104.14,17,30,8.14,scattered clouds,US,2022-07-23 02:52:21
454,Awjilah,29.1081,21.2869,74.91,46,0,12.12,clear sky,LY,2022-07-23 02:52:21
455,Nabire,-3.3667,135.4833,82.53,80,33,2.91,scattered clouds,ID,2022-07-23 02:52:22
456,Saint-Georges,12.0564,-61.7485,80.28,78,20,5.75,few clouds,GD,2022-07-23 02:49:53
457,Nanakuli,21.3906,-158.1547,85.95,51,75,11.5,broken clouds,US,2022-07-23 02:52:23
458,Sartana,47.1744,37.6927,60.51,86,23,12.57,few clouds,UA,2022-07-23 02:52:23
459,Ketchikan,55.3422,-131.6461,63.07,67,40,8.05,scattered clouds,US,2022-07-23 02:49:02
460,Lamu,-2.2717,40.902,73.62,78,33,17.22,scattered clouds,KE,2022-07-23 02:53:24
461,Guanambi,-14.2233,-42.7814,69.06,54,0,15.1,clear sky,BR,2022-07-23 02:53:24
462,Karratha,-20.7377,116.8463,76.51,44,0,11.27,clear sky,AU,2022-07-23 02:53:24
463,Suchitlan,19.3667,-103.7167,69.44,98,100,0.47,overcast clouds,MX,2022-07-23 02:53:25
464,Fairview,40.8126,-73.999,84.42,62,0,1.99,clear sky,US,2022-07-23 02:53:25
465,Zhigansk,66.7697,123.3711,64.58,58,43,10.49,scattered clouds,RU,2022-07-23 02:53:26
466,Maragogi,-9.0122,-35.2225,73.71,86,99,8.37,overcast clouds,BR,2022-07-23 02:53:26
467,Yinchuan,38.4681,106.2731,84.25,18,0,6.46,clear sky,CN,2022-07-23 02:53:26
468,Inzer,54.2167,57.5556,63.73,72,5,1.52,clear sky,RU,2022-07-23 02:53:27
469,Capreol,46.706,-80.9225,70.27,60,20,10.36,few clouds,CA,2022-07-23 02:53:27
470,Shirhatti,15.2333,75.5833,73.17,80,100,14.32,overcast clouds,IN,2022-07-23 02:53:28
471,Plettenberg Bay,-34.0527,23.3716,57.97,66,100,9.37,overcast clouds,ZA,2022-07-23 02:53:28
472,El Sauce,12.8869,-86.539,74.41,91,100,2.86,overcast clouds,NI,2022-07-23 02:53:28
473,Zemio,5.0314,25.1361,67.21,99,100,2.66,light rain,CF,2022-07-23 02:53:29
474,Kieta,-6.2167,155.6333,85.53,64,6,6.91,clear sky,PG,2022-07-23 02:53:29
475,Awbari,26.5921,12.7805,76.21,28,9,7.85,clear sky,LY,2022-07-23 02:53:30
476,Grants,35.1473,-107.8514,82.63,24,79,13.8,broken clouds,US,2022-07-23 02:53:30
